service_date,time_period,route_or_line,gated_entries
2021-02-23,(20:00:00),Silver Line,44.6
2018-02-20,(18:30:00),Red Line,5826.46
2018-09-22,(17:30:00),Orange Line,2324.79
2020-06-06,(12:30:00),Blue Line,255.6
2022-04-03,(19:30:00),Silver Line,64.8
2018-10-25,(07:00:00),Green Line,1552.37
2014-10-22,(05:30:00),Orange Line,1984.67
2018-03-09,(09:00:00),Green Line,1428.68
2018-08-13,(19:00:00),Green Line,2167.58
2022-06-05,(03:00:00),Red Line,16.27
2019-04-21,(07:30:00),Silver Line,38.0
2021-12-08,(23:00:00),Blue Line,254.0
2016-10-25,(09:00:00),Blue Line,1881.5
2018-12-19,(23:30:00),Blue Line,336.1
2014-08-15,(00:00:00),Blue Line,425.0
2021-03-08,(01:30:00),Blue Line,5.0
2015-01-14,(14:30:00),Silver Line,183.8
2016-09-20,(20:30:00),Green Line,1643.24
2018-04-07,(22:00:00),Green Line,2137.58
2019-04-15,(20:30:00),Silver Line,138.1
2017-07-07,(10:30:00),Blue Line,1083.9
2020-07-23,(07:00:00),Silver Line,59.3
2016-01-16,(01:00:00),Green Line,280.4
2020-11-17,(06:00:00),Red Line,1466.07
2018-02-10,(18:00:00),Blue Line,738.4
2022-03-23,(14:00:00),Red Line,2649.2200000000003
2021-06-02,(08:30:00),Red Line,2020.6399999999999
2019-01-20,(10:30:00),Silver Line,38.2
2016-03-08,(08:30:00),Red Line,11412.58
2021-08-15,(08:00:00),Silver Line,20.1
2017-01-04,(21:30:00),Red Line,1731.36
2020-10-25,(00:30:00),Silver Line,2.2
2015-01-06,(16:30:00),Orange Line,7812.66
2021-05-28,(12:30:00),Red Line,1563.08
2019-02-04,(18:00:00),Red Line,8166.65
2014-06-06,(19:30:00),Orange Line,2745.59
2019-10-05,(11:00:00),Red Line,2989.82
2015-12-16,(11:30:00),Orange Line,3066.48
2017-07-14,(03:30:00),Red Line,1.49
2014-08-14,(08:30:00),Silver Line,282.6
2020-03-01,(21:30:00),Blue Line,345.8
2022-01-25,(16:30:00),Orange Line,3076.65
2017-04-24,(10:30:00),Blue Line,975.6
2020-12-16,(18:30:00),Blue Line,243.4
2016-03-08,(03:30:00),Green Line,3.34
2016-12-11,(11:00:00),Silver Line,57.0
2022-06-08,(12:30:00),Orange Line,1629.71
2015-06-11,(08:00:00),Orange Line,7007.59
2016-03-20,(06:00:00),Silver Line,18.4
2016-05-25,(14:30:00),Blue Line,1533.4
2018-04-27,(15:30:00),Green Line,3406.58
2014-02-05,(08:30:00),Orange Line,3525.64
2018-12-15,(18:30:00),Red Line,3025.21
2019-09-17,(08:00:00),Green Line,2602.19
2021-03-06,(21:30:00),Orange Line,364.26
2014-10-17,(19:00:00),Green Line,3016.83
2022-03-28,(05:00:00),Silver Line,16.6
2015-07-17,(22:30:00),Silver Line,148.1
2015-04-04,(15:00:00),Blue Line,1243.8
2016-07-11,(20:30:00),Orange Line,2147.99
2019-04-17,(18:30:00),Orange Line,4880.8099999999995
2015-07-11,(01:30:00),Green Line,484.95
2017-07-13,(19:30:00),Green Line,1906.15
2014-07-23,(07:00:00),Red Line,8703.32
2018-11-22,(11:30:00),Silver Line,44.7
2014-05-28,(02:00:00),Red Line,4.77
2014-12-11,(00:00:00),Blue Line,179.4
2019-06-25,(08:00:00),Blue Line,3450.4
2014-02-08,(08:00:00),Red Line,2135.95
2017-12-28,(06:00:00),Green Line,431.69
2017-01-20,(04:00:00),Silver Line,0.3
2019-09-14,(05:00:00),Silver Line,6.7
2017-01-27,(07:30:00),Red Line,10938.25
2018-12-12,(02:00:00),Green Line,2.59
2020-11-18,(18:00:00),Green Line,611.77
2018-03-06,(10:30:00),Blue Line,853.2
2017-07-22,(10:30:00),Orange Line,2080.5299999999997
2014-07-07,(09:30:00),Red Line,5095.07
2015-05-02,(12:30:00),Silver Line,214.8
2020-02-29,(23:30:00),Silver Line,148.3
2020-12-27,(12:30:00),Green Line,221.71
2019-08-20,(06:30:00),Green Line,867.58
2020-11-13,(00:00:00),Blue Line,44.2
2015-02-15,(03:00:00),Orange Line,2.17
2020-05-22,(08:30:00),Green Line,213.21
2016-08-04,(13:30:00),Red Line,4052.33
2015-03-21,(12:00:00),Green Line,976.34
2017-09-16,(13:00:00),Red Line,4740.21
2017-03-07,(19:30:00),Blue Line,591.0
2019-03-16,(11:30:00),Blue Line,698.9
2020-07-14,(17:00:00),Silver Line,78.7
2020-07-11,(06:30:00),Red Line,347.29
2020-09-17,(12:30:00),Green Line,405.65
2019-03-14,(17:30:00),Red Line,9843.06
2015-03-03,(05:30:00),Silver Line,30.5
2015-06-22,(09:00:00),Silver Line,221.3
2021-04-14,(00:30:00),Orange Line,43.74
2019-08-26,(12:30:00),Blue Line,874.1
2017-05-18,(14:00:00),Red Line,4589.18
2022-02-08,(13:30:00),Silver Line,71.4
2019-11-11,(16:00:00),Orange Line,5015.74
2018-12-17,(19:30:00),Silver Line,267.5
2015-11-16,(16:30:00),Green Line,3958.51
2018-01-17,(08:30:00),Green Line,2197.6
2018-08-14,(04:00:00),Blue Line,2.0
2014-08-01,(12:00:00),Red Line,4768.51
2021-11-14,(15:00:00),Red Line,1724.7
2021-10-23,(18:00:00),Blue Line,672.1
2015-09-13,(09:00:00),Red Line,1423.91
2018-11-02,(20:30:00),Green Line,1493.98
2021-12-19,(13:30:00),Green Line,900.89
2015-06-16,(16:00:00),Green Line,3753.12
2019-11-16,(00:00:00),Silver Line,54.0
2017-04-26,(06:30:00),Silver Line,200.6
2016-07-22,(23:30:00),Green Line,1119.33
2016-05-31,(18:00:00),Red Line,8718.71
2017-04-15,(19:30:00),Green Line,3701.45
2015-06-24,(18:00:00),Silver Line,740.6
2017-02-07,(02:30:00),Silver Line,2.0
2014-07-10,(23:30:00),Orange Line,1085.73
2016-10-07,(12:30:00),Blue Line,1155.2
2019-05-11,(01:30:00),Green Line,4.34
2021-05-30,(09:30:00),Silver Line,30.7
2018-01-24,(21:00:00),Red Line,2331.07
2021-10-12,(22:30:00),Red Line,689.73
2014-08-23,(11:30:00),Silver Line,110.8
2018-09-21,(17:00:00),Orange Line,9646.720000000001
2015-12-25,(03:00:00),Orange Line,0.66
2021-12-20,(06:30:00),Blue Line,1162.5
2016-08-22,(01:30:00),Orange Line,18.79
2019-04-21,(16:30:00),Orange Line,1674.1100000000001
2018-06-10,(05:30:00),Blue Line,273.2
2022-03-09,(05:00:00),Orange Line,760.44
2016-12-04,(22:00:00),Blue Line,413.7
2020-10-30,(10:00:00),Green Line,284.96
2020-04-15,(16:30:00),Green Line,158.02
2019-08-31,(20:00:00),Silver Line,152.6
2017-09-04,(15:30:00),Red Line,3458.51
2017-05-01,(00:30:00),Green Line,98.49
2022-01-31,(00:30:00),Silver Line,8.4
2017-09-15,(20:00:00),Blue Line,709.5
2016-03-28,(00:30:00),Red Line,116.47
2015-08-13,(10:00:00),Blue Line,1036.7
2019-02-09,(05:00:00),Silver Line,4.5
2015-05-31,(09:30:00),Blue Line,681.0
2021-10-10,(14:30:00),Red Line,2524.31
2020-11-28,(13:00:00),Red Line,927.74
2016-03-14,(01:30:00),Green Line,8.3
2016-12-14,(16:00:00),Silver Line,471.2
2014-12-23,(08:00:00),Red Line,10093.68
2015-08-10,(19:00:00),Silver Line,312.4
2017-08-10,(21:30:00),Red Line,2271.16
2014-04-23,(03:30:00),Orange Line,1.6600000000000001
2015-07-23,(08:00:00),Orange Line,9235.83
2014-10-02,(18:30:00),Blue Line,753.6
2018-09-12,(00:00:00),Red Line,433.58
2014-06-23,(01:00:00),Blue Line,32.5
2016-12-08,(03:30:00),Blue Line,1.1
2014-03-22,(12:30:00),Orange Line,2714.5
2021-10-09,(13:30:00),Orange Line,2116.05
2022-03-02,(04:30:00),Green Line,30.29
2019-01-04,(13:00:00),Green Line,1512.08
2020-09-14,(18:30:00),Green Line,554.56
2018-06-08,(07:30:00),Green Line,1872.83
2021-11-05,(12:30:00),Blue Line,601.1
2019-06-13,(06:00:00),Blue Line,1906.6
2020-04-20,(15:30:00),Orange Line,496.51
2014-04-20,(07:00:00),Red Line,947.52
2021-01-31,(22:30:00),Silver Line,26.0
2019-05-07,(08:00:00),Orange Line,9870.1
2018-12-20,(20:00:00),Green Line,1588.66
2020-05-11,(08:00:00),Green Line,105.67
2017-10-16,(14:00:00),Blue Line,1308.6
2020-10-25,(10:00:00),Orange Line,605.07
2019-12-10,(02:30:00),Orange Line,0.66
2021-11-01,(17:30:00),Green Line,1971.29
2022-05-29,(11:30:00),Blue Line,640.5
2017-12-16,(01:00:00),Red Line,49.51
2020-11-10,(02:00:00),Green Line,3.58
2019-11-04,(02:30:00),Orange Line,2.17
2018-04-22,(07:30:00),Red Line,834.84
2014-11-09,(04:00:00),Red Line,2.0
2019-11-26,(13:30:00),Blue Line,1020.9
2014-11-03,(00:30:00),Red Line,158.77
2016-10-11,(19:30:00),Blue Line,675.4
2015-04-14,(00:30:00),Silver Line,9.3
2020-02-18,(15:00:00),Red Line,5004.87
2018-12-19,(20:00:00),Red Line,2988.51
2022-04-02,(06:30:00),Silver Line,21.9
2020-09-20,(21:00:00),Blue Line,214.5
2019-02-02,(04:00:00),Orange Line,10.26
2018-04-26,(05:30:00),Green Line,316.66
2014-07-26,(19:30:00),Green Line,2095.92
2015-05-26,(08:30:00),Silver Line,364.0
2015-02-10,(20:00:00),Red Line,26.759999999999998
2017-07-21,(10:30:00),Blue Line,1142.0
2016-09-24,(04:00:00),Orange Line,4.66
2020-06-17,(19:00:00),Green Line,251.86
2016-02-07,(13:30:00),Green Line,1493.8
2018-02-15,(01:00:00),Orange Line,49.66
2014-02-08,(06:00:00),Blue Line,654.4
2015-01-08,(07:30:00),Orange Line,6835.98
2015-09-25,(01:00:00),Silver Line,31.1
2016-07-05,(17:30:00),Green Line,4589.76
2014-01-20,(01:30:00),Orange Line,7.51
2021-04-08,(19:30:00),Green Line,535.87
2022-05-10,(15:30:00),Green Line,1414.19
2019-07-14,(02:00:00),Blue Line,2.0
2022-07-01,(13:00:00),Blue Line,824.3
2021-07-05,(14:30:00),Orange Line,1406.35
2020-03-30,(22:00:00),Green Line,88.23
2020-02-24,(19:00:00),Red Line,4284.76
2021-09-23,(15:00:00),Silver Line,205.6
2021-08-15,(01:30:00),Orange Line,8.15
2014-03-15,(20:00:00),Red Line,2968.7
2016-11-01,(19:30:00),Orange Line,2680.67
2018-06-12,(21:30:00),Red Line,2353.05
2022-03-18,(11:30:00),Red Line,1895.36
2016-05-08,(03:30:00),Green Line,3.0
2019-08-25,(04:00:00),Orange Line,0.49
2017-04-05,(04:30:00),Red Line,132.26
2016-06-12,(17:00:00),Blue Line,1050.4
2017-09-04,(13:00:00),Green Line,1697.08
2019-04-05,(23:00:00),Red Line,1412.96
2021-08-02,(08:00:00),Blue Line,1091.8
2019-09-23,(08:30:00),Green Line,2523.34
2020-01-05,(01:30:00),Green Line,5.57
2014-03-31,(18:30:00),Green Line,2803.83
2016-11-11,(13:00:00),Red Line,4566.26
2020-03-11,(17:30:00),Green Line,3643.4
2016-02-25,(22:30:00),Orange Line,1555.16
2019-08-17,(06:30:00),Red Line,827.62
2021-09-30,(21:30:00),Silver Line,77.9
2017-01-18,(13:30:00),Silver Line,139.1
2018-12-10,(01:30:00),Green Line,0.86
2019-10-18,(15:30:00),Red Line,6935.92
2015-09-17,(06:00:00),Red Line,4800.52
2016-12-29,(13:30:00),Green Line,1520.01
2018-10-05,(20:30:00),Silver Line,136.2
2016-02-26,(10:00:00),Orange Line,3195.08
2018-08-17,(01:00:00),Silver Line,3.2
2022-07-31,(18:30:00),Blue Line,518.5
2018-05-31,(09:00:00),Blue Line,1895.9
2021-06-28,(05:30:00),Silver Line,26.7
2021-07-08,(10:00:00),Blue Line,724.9
2021-08-27,(05:00:00),Red Line,773.85
2014-04-12,(09:00:00),Green Line,1033.48
2019-03-15,(04:00:00),Silver Line,3.0
2015-12-27,(12:30:00),Blue Line,659.7
2017-07-29,(04:00:00),Blue Line,5.0
2014-11-03,(03:30:00),Orange Line,0.51
2018-01-15,(06:00:00),Blue Line,856.6
2020-04-23,(22:30:00),Orange Line,125.32
2016-06-23,(04:30:00),Blue Line,121.1
2021-04-08,(11:00:00),Red Line,1015.52
2022-03-09,(03:00:00),Orange Line,1.0
2019-01-17,(13:00:00),Silver Line,124.5
2021-04-23,(05:30:00),Green Line,157.23
2014-03-14,(23:30:00),Green Line,1464.51
2019-09-29,(10:00:00),Orange Line,1543.14
2018-12-21,(09:30:00),Red Line,3973.56
2021-09-09,(00:00:00),Green Line,217.92
2017-04-14,(16:30:00),Orange Line,7441.89
2016-03-23,(21:30:00),Blue Line,462.2
2020-05-22,(11:00:00),Red Line,436.09
2022-07-22,(20:30:00),Blue Line,511.8
2014-12-12,(22:30:00),Blue Line,453.4
2018-11-28,(04:00:00),Blue Line,1.1
2015-11-01,(23:00:00),Blue Line,296.3
2019-11-22,(22:00:00),Silver Line,58.0
2018-12-27,(09:30:00),Blue Line,1129.2
2018-02-03,(12:00:00),Orange Line,2402.15
2019-11-23,(03:30:00),Blue Line,42.0
2019-10-10,(10:00:00),Red Line,3930.61
2015-04-04,(15:00:00),Orange Line,3709.84
2018-01-28,(03:30:00),Blue Line,1.4
2016-06-22,(06:30:00),Silver Line,187.8
2021-06-14,(06:00:00),Silver Line,47.7
2018-12-08,(08:00:00),Silver Line,35.3
2019-06-26,(19:00:00),Green Line,2877.23
2018-07-11,(17:00:00),Orange Line,10889.56
2022-06-20,(22:30:00),Orange Line,651.52
2020-12-13,(09:00:00),Blue Line,291.8
2017-03-17,(21:00:00),Red Line,2864.54
2019-04-06,(13:30:00),Red Line,3168.47
2020-12-15,(22:00:00),Orange Line,439.13
2016-08-23,(11:30:00),Green Line,1143.58
2019-09-12,(03:00:00),Red Line,4.08
2019-02-04,(07:30:00),Orange Line,7575.58
2017-03-15,(07:30:00),Orange Line,6664.33
2020-08-07,(06:30:00),Silver Line,33.3
2016-08-25,(15:00:00),Silver Line,394.9
2017-03-31,(21:00:00),Orange Line,1876.71
2015-09-10,(01:00:00),Green Line,42.83
2015-10-25,(19:30:00),Green Line,1211.56
2016-07-12,(00:30:00),Blue Line,84.8
2021-09-21,(21:30:00),Silver Line,73.1
2020-06-28,(17:30:00),Green Line,202.32
2019-09-27,(08:30:00),Orange Line,7634.98
2017-11-23,(10:00:00),Orange Line,929.12
2017-05-05,(11:00:00),Green Line,1299.22
2014-11-25,(20:00:00),Orange Line,2760.35
2020-10-16,(08:30:00),Red Line,1361.47
2019-12-18,(09:30:00),Silver Line,167.1
2020-01-29,(23:00:00),Green Line,637.71
2021-06-18,(10:30:00),Red Line,1493.25
2019-07-13,(01:00:00),Silver Line,1.6
2019-05-30,(12:30:00),Green Line,1511.9
2014-03-30,(16:30:00),Blue Line,538.4
2016-02-10,(23:30:00),Blue Line,232.1
2021-01-19,(10:00:00),Red Line,882.35
2019-01-31,(13:30:00),Orange Line,2460.19
2018-06-15,(13:00:00),Orange Line,3878.62
2017-09-16,(08:30:00),Red Line,2056.37
2019-06-23,(13:00:00),Blue Line,1126.4
2019-02-11,(10:00:00),Red Line,3658.65
2019-08-15,(14:30:00),Red Line,4104.89
2016-08-18,(12:00:00),Red Line,3814.23
2019-12-29,(14:30:00),Silver Line,116.9
2018-05-18,(06:30:00),Orange Line,4384.59
2018-03-27,(09:00:00),Orange Line,5348.47
2019-06-18,(22:30:00),Green Line,827.21
2014-03-13,(18:30:00),Silver Line,535.6
2021-11-08,(09:00:00),Red Line,2675.9
2014-02-06,(14:00:00),Red Line,4657.27
2021-06-14,(13:00:00),Red Line,1296.79
2022-07-24,(06:00:00),Red Line,332.89
2020-01-05,(00:30:00),Silver Line,6.0
2018-04-22,(14:00:00),Red Line,2496.27
2020-07-07,(17:00:00),Blue Line,502.4
2021-10-08,(15:30:00),Green Line,1983.83
2021-03-01,(22:30:00),Red Line,262.78
2016-03-04,(22:30:00),Green Line,1553.69
2015-08-20,(04:30:00),Red Line,116.52
2020-08-22,(12:00:00),Orange Line,866.92
2021-06-04,(21:00:00),Blue Line,318.9
2014-12-29,(15:00:00),Silver Line,346.1
2021-10-25,(22:30:00),Orange Line,1677.6899999999998
2019-04-09,(18:00:00),Red Line,8827.86
2022-06-25,(08:30:00),Green Line,273.34000000000003
2018-03-02,(00:30:00),Orange Line,118.03
2014-12-06,(15:00:00),Blue Line,1132.5
2017-11-19,(12:00:00),Green Line,1385.6200000000001
2016-03-18,(21:30:00),Orange Line,2322.99
2018-08-23,(00:30:00),Green Line,106.27
2021-11-12,(15:30:00),Green Line,1774.38
2019-03-25,(06:00:00),Red Line,3606.61
2020-02-14,(00:30:00),Red Line,164.18
2020-04-25,(05:00:00),Silver Line,1.8
2021-08-22,(16:00:00),Orange Line,760.18
2017-05-04,(10:30:00),Red Line,3520.45
2018-07-20,(21:30:00),Red Line,2464.57
2018-12-05,(05:00:00),Red Line,1484.28
2017-01-02,(15:30:00),Orange Line,2522.59
2017-01-16,(21:30:00),Blue Line,389.5
2021-04-24,(06:00:00),Orange Line,377.24
2021-12-23,(07:30:00),Red Line,2041.71
2016-04-06,(23:00:00),Silver Line,71.1
2021-02-17,(18:30:00),Blue Line,302.1
2014-01-23,(19:00:00),Red Line,4752.68
2015-07-24,(10:30:00),Red Line,3977.89
2021-04-10,(05:00:00),Silver Line,4.4
2017-09-11,(17:30:00),Green Line,4561.1
2017-08-22,(12:00:00),Green Line,1260.09
2020-08-08,(17:00:00),Green Line,489.36
2015-03-08,(01:00:00),Red Line,36.67
2016-12-10,(20:00:00),Orange Line,1601.34
2022-01-25,(22:30:00),Silver Line,51.3
2021-03-11,(13:30:00),Red Line,1183.9
2014-11-26,(06:30:00),Green Line,888.8100000000001
2019-07-21,(13:30:00),Silver Line,95.2
2018-12-08,(19:30:00),Green Line,1382.36
2021-10-07,(12:30:00),Orange Line,1502.45
2021-03-11,(23:30:00),Silver Line,25.0
2015-05-03,(17:30:00),Red Line,4136.2300000000005
2019-04-08,(16:30:00),Orange Line,7575.01
2018-02-04,(01:00:00),Orange Line,35.96
2019-05-12,(23:00:00),Silver Line,89.4
2018-06-26,(19:00:00),Green Line,2500.8
2021-05-15,(00:00:00),Orange Line,315.21
2017-05-26,(20:00:00),Orange Line,1992.97
2014-05-25,(20:30:00),Blue Line,543.2
2017-11-17,(00:00:00),Red Line,838.22
2018-11-14,(16:30:00),Blue Line,2334.8
2020-12-20,(21:00:00),Silver Line,16.3
2015-04-26,(08:00:00),Silver Line,31.6
2022-01-26,(08:00:00),Silver Line,119.3
2015-12-29,(11:00:00),Orange Line,2161.73
2014-12-15,(22:30:00),Orange Line,1127.1100000000001
2016-01-12,(15:00:00),Silver Line,373.0
2015-02-26,(09:30:00),Green Line,1483.96
2014-07-02,(19:30:00),Silver Line,226.7
2015-07-06,(23:00:00),Blue Line,480.6
2015-12-03,(19:30:00),Green Line,2446.34
2020-02-06,(23:30:00),Green Line,397.06
2017-07-22,(16:30:00),Green Line,2240.26
2017-07-24,(17:30:00),Red Line,9571.04
2016-08-29,(13:00:00),Green Line,1510.31
2015-08-04,(11:30:00),Silver Line,181.3
2017-01-06,(12:30:00),Silver Line,121.0
2018-12-08,(22:00:00),Red Line,1692.79
2020-06-06,(18:30:00),Blue Line,105.9
2015-07-02,(07:30:00),Green Line,1956.42
2017-11-21,(14:00:00),Blue Line,1326.0
2018-05-27,(19:00:00),Green Line,1473.23
2016-10-11,(16:30:00),Green Line,4062.26
2015-06-12,(17:00:00),Orange Line,9704.52
2014-03-26,(17:30:00),Blue Line,1159.2
2016-01-10,(01:30:00),Blue Line,7.1
2017-05-31,(12:30:00),Orange Line,2861.5099999999998
2020-05-21,(09:00:00),Red Line,442.83
2019-03-01,(20:00:00),Green Line,1411.5
2015-01-24,(14:00:00),Red Line,3160.38
2020-11-29,(14:00:00),Red Line,923.1800000000001
2015-04-19,(00:00:00),Blue Line,164.9
2021-09-04,(16:00:00),Red Line,2470.76
2019-05-14,(12:30:00),Red Line,3210.73
2018-06-26,(14:00:00),Red Line,4151.32
2020-10-01,(23:00:00),Orange Line,482.67
2017-05-09,(10:00:00),Blue Line,1118.8
2015-02-09,(15:30:00),Red Line,2006.95
2018-10-01,(12:00:00),Green Line,1458.1
2018-05-14,(11:30:00),Green Line,1051.77
2017-08-03,(01:30:00),Blue Line,3.9
2014-05-24,(15:30:00),Orange Line,3367.01
2020-10-25,(08:00:00),Blue Line,268.0
2018-01-30,(04:30:00),Blue Line,49.4
2018-07-02,(11:00:00),Silver Line,109.4
2016-07-29,(13:30:00),Orange Line,3496.75
2017-01-25,(21:30:00),Silver Line,96.7
2022-01-13,(21:30:00),Blue Line,292.3
2019-03-14,(02:30:00),Orange Line,4.0
2022-02-26,(07:30:00),Blue Line,510.7
2020-07-17,(12:30:00),Red Line,829.71
2020-11-25,(11:00:00),Red Line,995.89
2019-02-15,(13:00:00),Red Line,4026.58
2018-11-10,(13:00:00),Green Line,2077.5
2019-12-18,(00:00:00),Silver Line,49.5
2020-09-04,(20:00:00),Blue Line,325.1
2015-03-22,(11:30:00),Blue Line,683.3
2019-02-08,(13:00:00),Blue Line,981.3
2016-05-23,(17:00:00),Green Line,5351.07
2015-10-18,(04:30:00),Green Line,3.0
2018-09-14,(01:00:00),Orange Line,99.11
2020-01-28,(00:30:00),Red Line,94.89
2019-07-12,(01:00:00),Orange Line,69.48
2016-10-24,(16:30:00),Red Line,9605.5
2021-07-28,(17:00:00),Orange Line,3499.56
2021-12-17,(12:00:00),Orange Line,1847.02
2021-04-03,(01:00:00),Red Line,23.4
2016-12-25,(08:00:00),Green Line,114.37
2022-01-28,(01:00:00),Red Line,35.41
2016-04-08,(05:00:00),Orange Line,1208.1
2020-09-01,(02:30:00),Red Line,6.93
2022-07-09,(02:00:00),Green Line,2.48
2015-02-12,(06:00:00),Orange Line,3467.25
2016-05-23,(04:30:00),Red Line,105.14
2014-11-07,(19:00:00),Silver Line,519.1
2019-03-27,(18:00:00),Orange Line,6356.53
2022-04-30,(11:00:00),Red Line,1768.93
2021-08-05,(21:00:00),Green Line,533.29
2019-07-09,(11:00:00),Red Line,2811.27
2016-05-28,(19:00:00),Green Line,1770.45
2014-12-14,(17:30:00),Blue Line,418.5
2016-07-31,(00:00:00),Green Line,283.43
2022-06-03,(14:00:00),Orange Line,2497.47
2017-10-16,(22:30:00),Silver Line,70.7
2018-03-27,(06:30:00),Red Line,6127.38
2015-04-15,(05:00:00),Silver Line,8.7
2014-12-08,(23:30:00),Green Line,461.85
2018-04-07,(15:30:00),Orange Line,3276.55
2020-01-19,(22:30:00),Green Line,567.45
2018-11-22,(01:30:00),Silver Line,0.9
2020-03-20,(00:30:00),Silver Line,1.8
2016-03-02,(16:30:00),Green Line,3675.31
2022-01-16,(16:00:00),Red Line,1274.44
2018-02-14,(19:00:00),Orange Line,3791.88
2018-02-20,(20:00:00),Blue Line,589.4
2022-04-17,(10:30:00),Blue Line,749.6
2014-05-16,(12:30:00),Orange Line,3453.69
2014-03-12,(14:30:00),Blue Line,1397.0
2018-12-22,(18:30:00),Green Line,1561.4
2014-06-20,(15:00:00),Silver Line,357.5
2014-04-02,(00:30:00),Red Line,180.24
2014-04-01,(00:00:00),Red Line,577.89
2018-01-20,(01:00:00),Blue Line,39.3
2017-03-08,(15:30:00),Blue Line,1654.4
2015-03-11,(10:00:00),Green Line,1216.29
2019-07-31,(09:00:00),Silver Line,320.5
2014-10-11,(20:30:00),Green Line,1847.29
2018-08-31,(16:00:00),Red Line,7371.49
2019-08-20,(09:30:00),Silver Line,172.5
2015-08-02,(03:30:00),Orange Line,3.06
2020-06-27,(05:30:00),Orange Line,245.41
2014-01-24,(23:00:00),Red Line,1945.81
2019-07-13,(16:30:00),Red Line,3498.64
2016-07-07,(18:00:00),Orange Line,6343.34
2019-09-29,(06:30:00),Red Line,638.86
2021-01-24,(01:30:00),Blue Line,7.1
2020-06-08,(19:30:00),Orange Line,363.31
2017-05-12,(14:30:00),Blue Line,1630.9
2014-10-18,(02:00:00),Blue Line,105.8
2016-05-13,(10:00:00),Blue Line,1059.4
2020-07-08,(21:00:00),Silver Line,26.5
2014-06-13,(17:00:00),Silver Line,1368.2
2020-02-04,(06:00:00),Silver Line,160.2
2020-07-12,(15:00:00),Blue Line,456.8
2014-03-08,(16:00:00),Green Line,2882.69
2017-03-16,(20:30:00),Red Line,2812.09
2022-06-24,(09:00:00),Silver Line,78.9
2015-03-15,(09:00:00),Green Line,464.84
2015-11-04,(02:30:00),Orange Line,2.0
2018-10-17,(07:30:00),Orange Line,8992.52
2017-08-18,(03:00:00),Orange Line,1.83
2016-03-10,(02:00:00),Green Line,2.0
2016-12-27,(21:00:00),Red Line,1712.02
2022-07-13,(09:30:00),Green Line,702.5
2016-06-01,(08:00:00),Blue Line,3306.5
2019-04-25,(02:00:00),Orange Line,7.29
2015-02-08,(07:30:00),Orange Line,876.01
2014-06-27,(12:00:00),Green Line,1826.23
2022-03-11,(22:30:00),Orange Line,1065.92
2018-11-08,(10:00:00),Red Line,4075.69
2020-04-22,(20:30:00),Silver Line,13.2
2019-03-18,(03:30:00),Blue Line,0.2
2021-09-16,(08:30:00),Orange Line,2816.16
2019-12-15,(20:00:00),Green Line,1031.23
2017-07-06,(05:00:00),Orange Line,1223.58
2019-10-23,(08:30:00),Green Line,2741.4700000000003
2016-01-14,(01:30:00),Silver Line,4.3
2021-12-14,(00:30:00),Green Line,64.39
2019-01-14,(06:30:00),Orange Line,4377.09
2017-12-21,(18:00:00),Silver Line,519.7
2015-02-15,(10:30:00),Green Line,1.75
2019-06-14,(12:00:00),Silver Line,155.1
2015-08-04,(07:00:00),Red Line,8980.88
2020-04-29,(07:30:00),Silver Line,22.4
2019-05-21,(02:30:00),Orange Line,2.8
2014-04-08,(20:30:00),Green Line,2777.79
2017-05-01,(01:00:00),Green Line,7.65
2014-05-11,(22:30:00),Green Line,587.1
2015-07-23,(20:30:00),Green Line,1987.1100000000001
2019-11-21,(12:30:00),Blue Line,799.4
2022-07-08,(15:30:00),Orange Line,2976.73
2019-01-27,(05:30:00),Orange Line,155.47
2014-09-21,(06:30:00),Silver Line,24.8
2014-10-23,(21:00:00),Green Line,2039.8600000000001
2018-10-28,(18:30:00),Blue Line,650.0
2015-05-29,(11:30:00),Blue Line,452.2
2016-11-12,(21:00:00),Red Line,1883.83
2017-05-28,(20:00:00),Silver Line,89.9
